"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","1999",23.803,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2000",22.24,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2001",22.045,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2002",17.645,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2003",15.722,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2004",14.852,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2005",14.715,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2006",15.584,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2007",16.964,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2008",16.517,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2009",16.383,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2010",14.031,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2011",13.514,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2012",14.427,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2013",13.9,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2014",14.705,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2015",14.616,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2016",14.637,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2017",14.533,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2018",15.418,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2019",16.31,
"TUR","TAXINCOME","TOT","PC_TOT_TAX","A","2020",13.188,
"GBR","TAXINCOME","TOT","PC_GDP","A","1965",9.949,
"GBR","TAXINCOME","TOT","PC_GDP","A","1966",11.484,
"GBR","TAXINCOME","TOT","PC_GDP","A","1967",10.1,
"GBR","TAXINCOME","TOT","PC_GDP","A","1968",10.325,
"GBR","TAXINCOME","TOT","PC_GDP","A","1969",10.949,
"GBR","TAXINCOME","TOT","PC_GDP","A","1970",11.048,
"GBR","TAXINCOME","TOT","PC_GDP","A","1971",11.071,
"GBR","TAXINCOME","TOT","PC_GDP","A","1972",10.232,
"GBR","TAXINCOME","TOT","PC_GDP","A","1973",9.858,
"GBR","TAXINCOME","TOT","PC_GDP","A","1974",11.754,
"GBR","TAXINCOME","TOT","PC_GDP","A","1975",13.668,
"GBR","TAXINCOME","TOT","PC_GDP","A","1976",13.303,
"GBR","TAXINCOME","TOT","PC_GDP","A","1977",11.84,
"GBR","TAXINCOME","TOT","PC_GDP","A","1978",10.962,
"GBR","TAXINCOME","TOT","PC_GDP","A","1979",10.075,
"GBR","TAXINCOME","TOT","PC_GDP","A","1980",9.818,
"GBR","TAXINCOME","TOT","PC_GDP","A","1981",10.199,
"GBR","TAXINCOME","TOT","PC_GDP","A","1982",10.304,
"GBR","TAXINCOME","TOT","PC_GDP","A","1983",9.804,
"GBR","TAXINCOME","TOT","PC_GDP","A","1984",9.442,
"GBR","TAXINCOME","TOT","PC_GDP","A","1985",9.133,
"GBR","TAXINCOME","TOT","PC_GDP","A","1986",9.811,
"GBR","TAXINCOME","TOT","PC_GDP","A","1987",9.051,
"GBR","TAXINCOME","TOT","PC_GDP","A","1988",8.881,
"GBR","TAXINCOME","TOT","PC_GDP","A","1989",8.57,
"GBR","TAXINCOME","TOT","PC_GDP","A","1990",9.665,
"GBR","TAXINCOME","TOT","PC_GDP","A","1991",9.308,
"GBR","TAXINCOME","TOT","PC_GDP","A","1992",9.238,
"GBR","TAXINCOME","TOT","PC_GDP","A","1993",8.728,
"GBR","TAXINCOME","TOT","PC_GDP","A","1994",8.929,
"GBR","TAXINCOME","TOT","PC_GDP","A","1995",8.466,
"GBR","TAXINCOME","TOT","PC_GDP","A","1996",7.956,
"GBR","TAXINCOME","TOT","PC_GDP","A","1997",7.671,
"GBR","TAXINCOME","TOT","PC_GDP","A","1998",8.76,
"GBR","TAXINCOME","TOT","PC_GDP","A","1999",9.142,
"GBR","TAXINCOME","TOT","PC_GDP","A","2000",9.502,
"GBR","TAXINCOME","TOT","PC_GDP","A","2001",9.756,
"GBR","TAXINCOME","TOT","PC_GDP","A","2002",9.375,
"GBR","TAXINCOME","TOT","PC_GDP","A","2003",8.894,
"GBR","TAXINCOME","TOT","PC_GDP","A","2004",9.083,
"GBR","TAXINCOME","TOT","PC_GDP","A","2005",9.342,
"GBR","TAXINCOME","TOT","PC_GDP","A","2006",9.484,
"GBR","TAXINCOME","TOT","PC_GDP","A","2007",9.777,
"GBR","TAXINCOME","TOT","PC_GDP","A","2008",9.723,
"GBR","TAXINCOME","TOT","PC_GDP","A","2009",9.418,
"GBR","TAXINCOME","TOT","PC_GDP","A","2010",9.154,
"GBR","TAXINCOME","TOT","PC_GDP","A","2011",9.213,
"GBR","TAXINCOME","TOT","PC_GDP","A","2012",8.81,
"GBR","TAXINCOME","TOT","PC_GDP","A","2013",8.794,
"GBR","TAXINCOME","TOT","PC_GDP","A","2014",8.594,
"GBR","TAXINCOME","TOT","PC_GDP","A","2015",8.797,
"GBR","TAXINCOME","TOT","PC_GDP","A","2016",8.856,
"GBR","TAXINCOME","TOT","PC_GDP","A","2017",8.97,
"GBR","TAXINCOME","TOT","PC_GDP","A","2018",9,
"GBR","TAXINCOME","TOT","PC_GDP","A","2019",9.04,
"GBR","TAXINCOME","TOT","PC_GDP","A","2020",9.46,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1965",33.056,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1966",37.276,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1967",31.059,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1968",30.956,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1969",31.375,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1970",31.53,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1971",33.411,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1972",32.425,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1973",33.219,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1974",35.865,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1975",39.997,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1976",39.18,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1977",35.436,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1978",34.671,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1979",32.824,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1980",29.411,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1981",29.549,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1982",28.067,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1983",27.938,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1984",26.831,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1985",26.043,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1986",27.623,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1987",26.643,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1988",26.253,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1989",25.963,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1990",29.405,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1991",29.376,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1992",29.903,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1993",29.215,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1994",29.178,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1995",28.836,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1996",27.26,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1997",25.677,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1998",27.992,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","1999",28.588,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2000",28.977,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2001",30.115,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2002",29.759,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2003",28.492,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2004",28.19,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2005",28.634,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2006",28.878,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2007",29.713,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2008",30.201,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2009",30.338,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2010",28.559,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2011",28.035,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2012",27.428,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2013",27.528,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2014",27.146,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2015",27.632,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2016",27.307,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2017",27.287,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2018",27.367,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2019",27.63,
"GBR","TAXINCOME","TOT","PC_TOT_TAX","A","2020",28.863,
"USA","TAXINCOME","TOT","PC_GDP","A","1965",7.46,
"USA","TAXINCOME","TOT","PC_GDP","A","1966",7.711,
"USA","TAXINCOME","TOT","PC_GDP","A","1967",8.046,
"USA","TAXINCOME","TOT","PC_GDP","A","1968",8.472,
"USA","TAXINCOME","TOT","PC_GDP","A","1969",9.813,
"USA","TAXINCOME","TOT","PC_GDP","A","1970",9.435,
"USA","TAXINCOME","TOT","PC_GDP","A","1971",8.428,
"USA","TAXINCOME","TOT","PC_GDP","A","1972",8.603,
"USA","TAXINCOME","TOT","PC_GDP","A","1973",8.511,
"USA","TAXINCOME","TOT","PC_GDP","A","1974",8.965,
"USA","TAXINCOME","TOT","PC_GDP","A","1975",8.542,
"USA","TAXINCOME","TOT","PC_GDP","A","1976",8.342,
"USA","TAXINCOME","TOT","PC_GDP","A","1977",8.933,
"USA","TAXINCOME","TOT","PC_GDP","A","1978",9.107,
"USA","TAXINCOME","TOT","PC_GDP","A","1979",9.674,
"USA","TAXINCOME","TOT","PC_GDP","A","1980",9.992,
"USA","TAXINCOME","TOT","PC_GDP","A","1981",10.333,
"USA","TAXINCOME","TOT","PC_GDP","A","1982",10.436,
"USA","TAXINCOME","TOT","PC_GDP","A","1983",9.471,
"USA","TAXINCOME","TOT","PC_GDP","A","1984",9.002,
"USA","TAXINCOME","TOT","PC_GDP","A","1985",9.329,
"USA","TAXINCOME","TOT","PC_GDP","A","1986",9.244,
"USA","TAXINCOME","TOT","PC_GDP","A","1987",9.812,
"USA","TAXINCOME","TOT","PC_GDP","A","1988",9.351,
"USA","TAXINCOME","TOT","PC_GDP","A","1989",9.632,
"USA","TAXINCOME","TOT","PC_GDP","A","1990",9.806,
"USA","TAXINCOME","TOT","PC_GDP","A","1991",9.385,
"USA","TAXINCOME","TOT","PC_GDP","A","1992",9.21,
"USA","TAXINCOME","TOT","PC_GDP","A","1993",9.283,
"USA","TAXINCOME","TOT","PC_GDP","A","1994",9.338,
"USA","TAXINCOME","TOT","PC_GDP","A","1995",9.633,
"USA","TAXINCOME","TOT","PC_GDP","A","1996",10.23,
"USA","TAXINCOME","TOT","PC_GDP","A","1997",10.721,
"USA","TAXINCOME","TOT","PC_GDP","A","1998",11.254,
"USA","TAXINCOME","TOT","PC_GDP","A","1999",11.412,
"USA","TAXINCOME","TOT","PC_GDP","A","2000",11.946,
"USA","TAXINCOME","TOT","PC_GDP","A","2001",11.598,
"USA","TAXINCOME","TOT","PC_GDP","A","2002",9.513,
"USA","TAXINCOME","TOT","PC_GDP","A","2003",8.647,
"USA","TAXINCOME","TOT","PC_GDP","A","2004",8.468,
"USA","TAXINCOME","TOT","PC_GDP","A","2005",9.188,
"USA","TAXINCOME","TOT","PC_GDP","A","2006",9.726,
"USA","TAXINCOME","TOT","PC_GDP","A","2007",10.219,
"USA","TAXINCOME","TOT","PC_GDP","A","2008",10.14,
"USA","TAXINCOME","TOT","PC_GDP","A","2009",7.862,
"USA","TAXINCOME","TOT","PC_GDP","A","2010",8.128,
"USA","TAXINCOME","TOT","PC_GDP","A","2011",9.23,
"USA","TAXINCOME","TOT","PC_GDP","A","2012",9.205,
"USA","TAXINCOME","TOT","PC_GDP","A","2013",9.88,
"USA","TAXINCOME","TOT","PC_GDP","A","2014",10.105,
"USA","TAXINCOME","TOT","PC_GDP","A","2015",10.597,
"USA","TAXINCOME","TOT","PC_GDP","A","2016",10.418,
"USA","TAXINCOME","TOT","PC_GDP","A","2017",10.449,
"USA","TAXINCOME","TOT","PC_GDP","A","2018",10.102,
"USA","TAXINCOME","TOT","PC_GDP","A","2019",10.255,
"USA","TAXINCOME","TOT","PC_GDP","A","2020",10.487,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1965",31.669,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1966",32.366,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1967",32.309,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1968",34.798,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1969",36.793,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1970",36.595,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1971",35.222,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1972",35.146,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1973",34.78,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1974",35.561,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1975",34.648,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1976",34.727,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1977",35.358,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1978",36.406,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1979",38.362,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1980",39.075,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1981",39.784,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1982",40.055,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1983",39.441,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1984",37.337,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1985",37.832,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1986",37.533,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1987",38.194,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1988",36.702,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1989",37.535,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1990",37.666,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1991",36.296,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1992",35.772,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1993",35.771,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1994",35.524,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1995",36.284,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1996",37.827,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1997",39.007,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1998",40.384,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","1999",40.855,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2000",42.218,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2001",42.545,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2002",38.036,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2003",35.317,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2004",34.196,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2005",35.205,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2006",36.326,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2007",38.233,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2008",39.542,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2009",34.315,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2010",34.779,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2011",38.846,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2012",38.489,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2013",38.774,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2014",39.041,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2015",40.414,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2016",40.259,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2017",39.011,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2018",40.581,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2019",41.07,
"USA","TAXINCOME","TOT","PC_TOT_TAX","A","2020",41.064,
"EST","TAXINCOME","TOT","PC_GDP","A","1995",8.17,
"EST","TAXINCOME","TOT","PC_GDP","A","1996",7.561,
"EST","TAXINCOME","TOT","PC_GDP","A","1997",7.323,
"EST","TAXINCOME","TOT","PC_GDP","A","1998",7.811,
"EST","TAXINCOME","TOT","PC_GDP","A","1999",7.721,
"EST","TAXINCOME","TOT","PC_GDP","A","2000",6.829,
"EST","TAXINCOME","TOT","PC_GDP","A","2001",6.494,
"EST","TAXINCOME","TOT","PC_GDP","A","2002",6.378,
"EST","TAXINCOME","TOT","PC_GDP","A","2003",6.445,
"EST","TAXINCOME","TOT","PC_GDP","A","2004",6.22,
"EST","TAXINCOME","TOT","PC_GDP","A","2005",5.485,
"EST","TAXINCOME","TOT","PC_GDP","A","2006",5.501,
"EST","TAXINCOME","TOT","PC_GDP","A","2007",5.705,
"EST","TAXINCOME","TOT","PC_GDP","A","2008",6.083,
"EST","TAXINCOME","TOT","PC_GDP","A","2009",5.58,
"EST","TAXINCOME","TOT","PC_GDP","A","2010",5.267,
"EST","TAXINCOME","TOT","PC_GDP","A","2011",5.072,
"EST","TAXINCOME","TOT","PC_GDP","A","2012",5.198,
"EST","TAXINCOME","TOT","PC_GDP","A","2013",5.45,
"EST","TAXINCOME","TOT","PC_GDP","A","2014",5.656,
"EST","TAXINCOME","TOT","PC_GDP","A","2015",5.731,
"EST","TAXINCOME","TOT","PC_GDP","A","2016",5.788,
"EST","TAXINCOME","TOT","PC_GDP","A","2017",5.641,
"EST","TAXINCOME","TOT","PC_GDP","A","2018",5.466,
"EST","TAXINCOME","TOT","PC_GDP","A","2019",5.523,
"EST","TAXINCOME","TOT","PC_GDP","A","2020",6.158,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","1995",23.344,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","1996",22.355,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","1997",21.826,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","1998",23.231,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","1999",23.851,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2000",21.968,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2001",21.417,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2002",20.586,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2003",20.945,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2004",20.073,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2005",18.435,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2006",18.074,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2007",18.413,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2008",19.472,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2009",15.965,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2010",15.867,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2011",16.104,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2012",16.397,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2013",17.21,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2014",17.6,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2015",17.201,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2016",17.268,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2017",17.331,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2018",16.54,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2019",16.473,
"EST","TAXINCOME","TOT","PC_TOT_TAX","A","2020",17.842,
"ISR","TAXINCOME","TOT","PC_GDP","A","1995",9.374,
"ISR","TAXINCOME","TOT","PC_GDP","A","1996",9.127,
"ISR","TAXINCOME","TOT","PC_GDP","A","1997",9.495,
"ISR","TAXINCOME","TOT","PC_GDP","A","1998",9.331,
"ISR","TAXINCOME","TOT","PC_GDP","A","1999",9.5,
"ISR","TAXINCOME","TOT","PC_GDP","A","2000",10.138,
"ISR","TAXINCOME","TOT","PC_GDP","A","2001",10.411,
"ISR","TAXINCOME","TOT","PC_GDP","A","2002",9.378,
"ISR","TAXINCOME","TOT","PC_GDP","A","2003",8.348,
"ISR","TAXINCOME","TOT","PC_GDP","A","2004",7.524,
"ISR","TAXINCOME","TOT","PC_GDP","A","2005",7.351,
"ISR","TAXINCOME","TOT","PC_GDP","A","2006",7.516,
"ISR","TAXINCOME","TOT","PC_GDP","A","2007",7.668,
"ISR","TAXINCOME","TOT","PC_GDP","A","2008",6.87,
"ISR","TAXINCOME","TOT","PC_GDP","A","2009",5.818,
"ISR","TAXINCOME","TOT","PC_GDP","A","2010",5.495,
"ISR","TAXINCOME","TOT","PC_GDP","A","2011",5.532,
"ISR","TAXINCOME","TOT","PC_GDP","A","2012",5.346,
"ISR","TAXINCOME","TOT","PC_GDP","A","2013",5.396,
"ISR","TAXINCOME","TOT","PC_GDP","A","2014",5.673,
"ISR","TAXINCOME","TOT","PC_GDP","A","2015",6.077,
"ISR","TAXINCOME","TOT","PC_GDP","A","2016",6.171,
"ISR","TAXINCOME","TOT","PC_GDP","A","2017",6.679,
"ISR","TAXINCOME","TOT","PC_GDP","A","2018",6.33,
"ISR","TAXINCOME","TOT","PC_GDP","A","2019",6.309,
"ISR","TAXINCOME","TOT","PC_GDP","A","2020",6.578,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","1995",26.544,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","1996",26.25,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","1997",26.836,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","1998",27.176,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","1999",27.789,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2000",29.093,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2001",30.004,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2002",27.643,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2003",25.126,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2004",22.606,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2005",21.852,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2006",21.971,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2007",22.469,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2008",21.581,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2009",19.565,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2010",17.964,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2011",17.949,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2012",17.883,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2013",17.62,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2014",18.37,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2015",19.464,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2016",19.824,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2017",20.682,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2018",20.551,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2019",20.884,
"ISR","TAXINCOME","TOT","PC_TOT_TAX","A","2020",22.13,
"SVN","TAXINCOME","TOT","PC_GDP","A","1995",5.727,
"SVN","TAXINCOME","TOT","PC_GDP","A","1996",5.832,
"SVN","TAXINCOME","TOT","PC_GDP","A","1997",5.778,
"SVN","TAXINCOME","TOT","PC_GDP","A","1998",5.603,
"SVN","TAXINCOME","TOT","PC_GDP","A","1999",5.475,
"SVN","TAXINCOME","TOT","PC_GDP","A","2000",5.52,
"SVN","TAXINCOME","TOT","PC_GDP","A","2001",5.622,
"SVN","TAXINCOME","TOT","PC_GDP","A","2002",5.618,
"SVN","TAXINCOME","TOT","PC_GDP","A","2003",5.618,
"SVN","TAXINCOME","TOT","PC_GDP","A","2004",5.64,
"SVN","TAXINCOME","TOT","PC_GDP","A","2005",5.445,
"SVN","TAXINCOME","TOT","PC_GDP","A","2006",5.672,
"SVN","TAXINCOME","TOT","PC_GDP","A","2007",5.472,
"SVN","TAXINCOME","TOT","PC_GDP","A","2008",5.751,
"SVN","TAXINCOME","TOT","PC_GDP","A","2009",5.7,
"SVN","TAXINCOME","TOT","PC_GDP","A","2010",5.554,
"SVN","TAXINCOME","TOT","PC_GDP","A","2011",5.549,
"SVN","TAXINCOME","TOT","PC_GDP","A","2012",5.64,
"SVN","TAXINCOME","TOT","PC_GDP","A","2013",5.073,
"SVN","TAXINCOME","TOT","PC_GDP","A","2014",5.066,
"SVN","TAXINCOME","TOT","PC_GDP","A","2015",5.088,
"SVN","TAXINCOME","TOT","PC_GDP","A","2016",5.239,
"SVN","TAXINCOME","TOT","PC_GDP","A","2017",5.093,
"SVN","TAXINCOME","TOT","PC_GDP","A","2018",5.364,
"SVN","TAXINCOME","TOT","PC_GDP","A","2019",5.266,
"SVN","TAXINCOME","TOT","PC_GDP","A","2020",5.399,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","1995",14.605,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","1996",15.257,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","1997",15.569,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","1998",14.783,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","1999",14.3,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2000",14.623,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2001",14.871,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2002",14.674,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2003",14.619,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2004",14.654,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2005",13.9,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2006",14.651,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2007",14.374,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2008",15.401,
"SVN","TAXINCOME","TOT","PC_TOT_TAX","A","2009",15.347,
